"report_id","item","gear_id","status","notes","instructor","time_reported","resolved","resolved_at"
"2","1× Fleece Tops XS reported damaged/lost","1269","Green","endao reported 1 item(s) of size XS damaged or lost. Pool count and capacity each reduced by 1.","endao","2026-04-30T21:50:30.909+00:00","true","2026-04-30T21:48:21.663+00:00"
